station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MYV,1996-12-27 17:51,51.80,48.20,87.47,140.00,14.00,M,29.87,1011.50,7.00,M,BKN,OVC,   ,   ,4000.00,10000.00,M,M,M,M,M,M,M,M,M,51.80,KMYV 271751Z 14014KT 7SM BKN040 OVC100 11/09 A2987 RMK SLP115 52014 20080,M
MYV,1996-12-27 18:48,53.60,50.00,87.56,150.00,17.00,M,29.88,1011.90,10.00,M,BKN,BKN,   ,   ,3000.00,8000.00,M,M,M,M,M,M,M,M,M,53.60,KMYV 271848Z 15017KT 10SM BKN030 BKN080 12/10 A2988 RMK SLP119,M
MYV,1996-12-27 19:47,55.40,50.00,81.99,140.00,18.00,M,29.88,1011.90,10.00,M,BKN,OVC,   ,   ,3000.00,8000.00,M,M,M,M,M,M,M,M,M,55.40,KMYV 271947Z 14018KT 10SM BKN030 OVC080 13/10 A2988 RMK SLP119,M
MYV,1996-12-27 20:50,55.40,50.00,81.99,150.00,12.00,M,29.88,1011.90,7.00,M,BKN,OVC,   ,   ,2000.00,6000.00,M,M,M,M,M,M,M,M,M,55.40,KMYV 272050Z 15012KT 7SM BKN020 OVC060 13/10 A2988 RMK SLP119 51003,M
MYV,1996-12-27 21:51,57.20,51.80,82.12,160.00,14.00,M,29.88,1011.90,7.00,M,BKN,OVC,   ,   ,2000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 272151Z 16014KT 7SM BKN020 OVC060 14/11 A2988 RMK SLP119,M
MYV,1996-12-27 22:47,57.20,51.80,82.12,140.00,13.00,M,29.88,1011.90,10.00,M,BKN,BKN,   ,   ,2000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 272247Z 14013KT 10SM BKN020 BKN060 14/11 A2988 RMK SLP119,M
MYV,1996-12-27 23:51,57.20,51.80,82.12,160.00,18.00,M,29.90,1012.50,10.00,M,BKN,BKN,   ,   ,2000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 272351Z COR 16018KT 10SM BKN020 BKN060 14/11 A2990 RMK SLP125 53007 10140 70077,M
MYV,1996-12-28 00:50,55.40,51.80,87.65,140.00,10.00,M,29.91,1012.90,10.00,M,BKN,BKN,   ,   ,2000.00,6000.00,M,M,M,M,M,M,M,M,M,55.40,KMYV 280050Z 14010KT 10SM BKN020 BKN060 13/11 A2991 RMK SLP129 LAST,M
MYV,1996-12-28 15:47,53.60,50.00,87.56,150.00,13.00,M,30.04,1017.30,7.00,M,BKN,OVC,   ,   ,4000.00,8000.00,M,M,M,M,M,M,M,M,M,53.60,KMYV 281547Z 15013KT 7SM BKN040 OVC080 12/10 A3004 RMK SLP173,M
MYV,1996-12-28 16:48,53.60,50.00,87.56,150.00,11.00,M,30.06,1018.00,7.00,M,BKN,OVC,   ,   ,4000.00,8000.00,M,M,M,M,M,M,M,M,M,53.60,KMYV 281648Z 15011KT 7SM BKN040 OVC080 12/10 A3006 RMK SLP180,M
MYV,1996-12-28 17:51,53.60,50.00,87.56,140.00,12.00,M,30.08,1018.70,7.00,M,BKN,OVC,   ,   ,4000.00,8000.00,M,M,M,M,M,M,M,M,M,53.60,KMYV 281751Z 14012KT 7SM BKN040 OVC080 12/10 A3008 RMK SLP187 52017 20112,M
MYV,1996-12-28 18:48,55.40,51.80,87.65,150.00,10.00,M,30.09,1019.00,7.00,M,BKN,OVC,   ,   ,2000.00,4000.00,M,M,M,M,M,M,M,M,M,55.40,KMYV 281848Z 15010KT 7SM BKN020 OVC040 13/11 A3009 RMK SLP190,M
MYV,1996-12-28 19:47,57.20,51.80,82.12,160.00,12.00,M,30.07,1018.30,7.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 281947Z 16012KT 7SM BKN030 OVC060 14/11 A3007 RMK SLP183,M
MYV,1996-12-28 20:48,57.20,51.80,82.12,160.00,11.00,M,30.05,1017.60,7.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 282048Z 16011KT 7SM BKN030 OVC060 14/11 A3005 RMK SLP176 58010,M
MYV,1996-12-28 21:50,57.20,51.80,82.12,160.00,12.00,M,30.05,1017.60,7.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 282150Z 16012KT 7SM BKN030 OVC060 14/11 A3005 RMK SLP176,M
MYV,1996-12-28 22:48,57.20,51.80,82.12,160.00,11.00,M,30.06,1018.00,7.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 282248Z 16011KT 7SM BKN030 OVC060 14/11 A3006 RMK SLP180,M
MYV,1996-12-28 23:51,57.20,51.80,82.12,160.00,15.00,M,30.05,1017.60,7.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 282351Z 16015KT 7SM BKN030 OVC060 14/11 A3005 RMK SLP176 50000 10142,M
MYV,1996-12-29 00:50,55.40,50.00,81.99,160.00,12.00,M,30.06,1018.00,5.00,M,BKN,OVC,   ,   ,3000.00,6000.00,M,M,-RA,M,M,M,M,M,M,55.40,KMYV 290050Z 16012KT 5SM -RA BKN030 OVC060 13/10 A3006 RMK SLP180 RAB27 LAST,M
MYV,1996-12-29 15:47,57.20,46.40,67.12,140.00,16.00,M,29.91,1012.90,15.00,25.00,OVC,   ,   ,   ,4000.00,M,M,M,M,M,M,M,M,M,M,57.20,KMYV 291547Z 14016G25KT 15SM OVC040 14/08 A2991 RMK SLP129,M
MYV,1996-12-29 17:51,55.40,48.20,76.66,160.00,19.00,M,29.89,1012.20,4.00,28.00,OVC,   ,   ,   ,3000.00,M,M,M,RA BR,M,M,M,M,M,M,55.40,KMYV 291751Z 16019G28KT 4SM RA BR OVC030 13/09 A2989 RMK SLP122 57014 20121,M
MYV,1996-12-29 18:48,55.40,50.00,81.99,160.00,13.00,M,29.91,1012.90,3.00,21.00,OVC,   ,   ,   ,3000.00,M,M,M,-RA BR,M,M,M,M,M,M,55.40,KMYV 291848Z 16013G21KT 3SM -RA BR OVC030 13/10 A2991 RMK SLP129,M
MYV,1996-12-29 19:55,55.40,50.00,81.99,150.00,20.00,M,29.88,1011.90,3.00,30.00,OVC,   ,   ,   ,2500.00,M,M,M,RA BR,M,M,M,M,M,M,55.40,KMYV 291955Z 15020G30KT 3SM RA BR OVC025 13/10 A2988 RMK SLP119,M
MYV,1996-12-29 20:50,55.40,50.00,81.99,150.00,22.00,M,29.90,1012.50,3.00,30.00,OVC,   ,   ,   ,2500.00,M,M,M,-RA BR,M,M,M,M,M,M,55.40,KMYV 292050Z 15022G30KT 3SM -RA BR OVC025 13/10 A2990 RMK SLP125 50003,M
MYV,1996-12-29 22:50,55.40,51.80,87.65,150.00,20.00,M,29.92,1013.20,2.50,30.00,OVC,   ,   ,   ,2000.00,M,M,M,RA BR,M,M,M,M,M,M,55.40,KMYV 292250Z 15020G30KT 2 1/2SM RA BR OVC020 13/11 A2992 RMK SLP132,M
MYV,1996-12-29 23:55,55.40,51.80,87.65,160.00,25.00,M,29.94,1013.90,7.00,M,BKN,OVC,   ,   ,1000.00,2500.00,M,M,-RA,M,M,M,M,M,M,55.40,KMYV 292355Z 16025KT 7SM -RA BKN010 OVC025 13/11 A2994 RMK SLP139 52010 10145 70043,M
MYV,1996-12-30 15:55,57.20,55.40,93.69,140.00,18.00,M,29.88,1011.90,10.00,M,BKN,OVC,   ,   ,1000.00,1500.00,M,M,M,M,M,M,M,M,M,57.20,KMYV 301555Z 14018KT 10SM BKN010 OVC015 14/13 A2988 RMK RAE30 SLP119,M
MYV,1996-12-30 16:55,59.00,55.40,87.83,160.00,23.00,M,29.89,1012.20,15.00,M,BKN,OVC,   ,   ,1000.00,3500.00,M,M,M,M,M,M,M,M,M,59.00,KMYV 301655Z 16023KT 15SM BKN010 OVC035 15/13 A2989 RMK SLP122,M
MYV,1996-12-30 17:58,59.00,55.40,87.83,140.00,20.00,M,29.90,1012.50,12.00,M,BKN,OVC,   ,   ,1000.00,3500.00,M,M,M,M,M,M,M,M,M,59.00,KMYV 301758Z 14020KT 12SM BKN010 OVC035 15/13 A2990 RMK SLP125 5300020121,M
MYV,1996-12-30 18:57,59.00,57.20,93.74,140.00,22.00,M,29.88,1011.90,5.00,M,BKN,OVC,   ,   ,1000.00,2000.00,M,M,-RA,M,M,M,M,M,M,59.00,KMYV 301857Z 14022KT 5SM -RA BKN010 OVC020 15/14 A2988 RMK RAB45 SLP119,M
MYV,1996-12-30 19:53,60.80,57.20,87.92,140.00,20.00,M,29.86,1011.20,15.00,29.00,BKN,OVC,   ,   ,1000.00,2000.00,M,M,M,M,M,M,M,M,M,60.80,KMYV 301953Z 14020G29KT 15SM BKN010 OVC020 16/14 A2986 RMK RAE30 SLP112,M
MYV,1996-12-30 20:45,60.80,57.20,87.92,140.00,20.00,M,29.85,1010.80,15.00,M,BKN,OVC,   ,   ,1000.00,2000.00,M,M,-RA,M,M,M,M,M,M,60.80,KMYV 302045Z 14020KT 15SM -RA BKN010 OVC020 16/14 A2985 RMK RAB26 SLP108 57017,M
MYV,1996-12-30 21:50,59.00,57.20,93.74,140.00,23.00,M,29.82,M,5.00,32.00,   ,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,59.00,KMYV 302150Z 14023G32KT 5SM RA SCT005 BKN010 OVC020 15/14 A2982 SLP098,M
MYV,1996-12-30 22:58,59.00,57.20,93.74,140.00,25.04,M,29.82,M,15.00,M,   ,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,59.00,KMYV 302258Z 14025KT 15SM SCT005 BKN010 OVC020 15/14 A2982 RAE20 SLP098,M
MYV,1996-12-30 23:50,59.00,57.20,93.74,140.00,22.00,M,29.82,M,6.00,30.00,   ,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,59.00,KMYV 302350Z 14022G30KT 6SM -RA SCT005 BKN010 OVC020 15/14 A2982 RAB40 SLP098 56010 10158 70032,M
