# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-05-30 09:28:06 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14211720 WILLAMETTE RIVER AT PORTLAND, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14211720
#            TS   parameter     statistic     Description
#        172765       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	172765_00060_00003	172765_00060_00003_cd
USGS	14211720	1985-03-24	45500	A
USGS	14211720	1985-03-25	50100	A
USGS	14211720	1985-03-26	43600	A
USGS	14211720	1985-03-27	49200	A
USGS	14211720	1985-03-28	52800	A
USGS	14211720	1985-03-29	46400	A
USGS	14211720	1985-03-30	42800	A
USGS	14211720	1985-03-31	48200	A
USGS	14211720	1985-04-01	52500	A
USGS	14211720	1985-04-02	53800	A
USGS	14211720	1985-04-03	52800	A
USGS	14211720	1985-04-04	49800	A
USGS	14211720	1985-04-05	43600	A
USGS	14211720	1985-04-06	37700	A
USGS	14211720	1985-04-07	35800	A
USGS	14211720	1985-04-08	35200	A
USGS	14211720	1985-04-09	34400	A
USGS	14211720	1985-04-10	34900	A
USGS	14211720	1985-04-11	34100	A
USGS	14211720	1985-04-12	32800	A
USGS	14211720	1985-04-13	31100	A
USGS	14211720	1985-04-14	31100	A
USGS	14211720	1985-04-15	31000	A
USGS	14211720	1985-04-16	30700	A
USGS	14211720	1985-04-17	29300	A
USGS	14211720	1985-04-18	26600	A
USGS	14211720	1985-04-19	25100	A
USGS	14211720	1985-04-20	24200	A
USGS	14211720	1985-04-21	22800	A
USGS	14211720	1985-04-22	22400	A
USGS	14211720	1985-04-23	26600	A
USGS	14211720	1985-04-24	30100	A
USGS	14211720	1985-04-25	31400	A
USGS	14211720	1985-04-26	31500	A
USGS	14211720	1985-04-27	28600	A
USGS	14211720	1985-04-28	27600	A
USGS	14211720	1985-04-29	27000	A
USGS	14211720	1985-04-30	24900	A
USGS	14211720	1985-05-01	23900	A
USGS	14211720	1985-05-02	24400	A
USGS	14211720	1985-05-03	25800	A
USGS	14211720	1985-05-04	26200	A
USGS	14211720	1985-05-05	25200	A
USGS	14211720	1985-05-06	23300	A
USGS	14211720	1985-05-07	22300	A
USGS	14211720	1985-05-08	21800	A
USGS	14211720	1985-05-09	20500	A
USGS	14211720	1985-05-10	19100	A
USGS	14211720	1985-05-11	18200	A
USGS	14211720	1985-05-12	17100	A
USGS	14211720	1985-05-13	16400	A
USGS	14211720	1985-05-14	16300	A
USGS	14211720	1985-05-15	16000	A
USGS	14211720	1985-05-16	16700	A
USGS	14211720	1985-05-17	17800	A
USGS	14211720	1985-05-18	18600	A
USGS	14211720	1985-05-19	18900	A
USGS	14211720	1985-05-20	19400	A
USGS	14211720	1985-05-21	19100	A
USGS	14211720	1985-05-22	19900	A
USGS	14211720	1985-05-23	21700	A
USGS	14211720	1985-05-24	22500	A
USGS	14211720	1985-05-25	22700	A
USGS	14211720	1985-05-26	21700	A
USGS	14211720	1985-05-27	21000	A
USGS	14211720	1985-05-28	20200	A
USGS	14211720	1985-05-29	19800	A
USGS	14211720	1985-05-30	19400	A
USGS	14211720	1985-05-31	19300	A
USGS	14211720	1985-06-01	19200	A
USGS	14211720	1985-06-02	18900	A
USGS	14211720	1985-06-03	18500	A
USGS	14211720	1985-06-04	18200	A
USGS	14211720	1985-06-05	17400	A
USGS	14211720	1985-06-06	20300	A
USGS	14211720	1985-06-07	45700	A
USGS	14211720	1985-06-08	63500	A
USGS	14211720	1985-06-09	51000	A
USGS	14211720	1985-06-10	42300	A
USGS	14211720	1985-06-11	36800	A
USGS	14211720	1985-06-12	30400	A
USGS	14211720	1985-06-13	26700	A
USGS	14211720	1985-06-14	23200	A
USGS	14211720	1985-06-15	21200	A
USGS	14211720	1985-06-16	19500	A
USGS	14211720	1985-06-17	18400	A
USGS	14211720	1985-06-18	17300	A
USGS	14211720	1985-06-19	15600	A
USGS	14211720	1985-06-20	14300	A
USGS	14211720	1985-06-21	13400	A
USGS	14211720	1985-06-22	12700	A
USGS	14211720	1985-06-23	12400	A
USGS	14211720	1985-06-24	12200	A
USGS	14211720	1985-06-25	11800	A
USGS	14211720	1985-06-26	11500	A
USGS	14211720	1985-06-27	11100	A
USGS	14211720	1985-06-28	10700	A
USGS	14211720	1985-06-29	10300	A
USGS	14211720	1985-06-30	10200	A
USGS	14211720	1985-07-01	9940	A
USGS	14211720	1985-07-02	9500	A
USGS	14211720	1985-07-03	9150	A
USGS	14211720	1985-07-04	8930	A
USGS	14211720	1985-07-05	8750	A
USGS	14211720	1985-07-06	8540	A
USGS	14211720	1985-07-07	8460	A
USGS	14211720	1985-07-08	8470	A
USGS	14211720	1985-07-09	8360	A
USGS	14211720	1985-07-10	8190	A
USGS	14211720	1985-07-11	8410	A
USGS	14211720	1985-07-12	8220	A
USGS	14211720	1985-07-13	8140	A
USGS	14211720	1985-07-14	8140	A
USGS	14211720	1985-07-15	8120	A
USGS	14211720	1985-07-16	7940	A
USGS	14211720	1985-07-17	7870	A
USGS	14211720	1985-07-18	7820	A
USGS	14211720	1985-07-19	7680	A
USGS	14211720	1985-07-20	7600	A
USGS	14211720	1985-07-21	7720	A
USGS	14211720	1985-07-22	7860	A
USGS	14211720	1985-07-23	7750	A
USGS	14211720	1985-07-24	7700	A
USGS	14211720	1985-07-25	7690	A
USGS	14211720	1985-07-26	7650	A
USGS	14211720	1985-07-27	7540	A
USGS	14211720	1985-07-28	7660	A
USGS	14211720	1985-07-29	7810	A
USGS	14211720	1985-07-30	7890	A
USGS	14211720	1985-07-31	8560	A
USGS	14211720	1985-08-01	9250	A
USGS	14211720	1985-08-02	9450	A
USGS	14211720	1985-08-03	9210	A
USGS	14211720	1985-08-04	8850	A
USGS	14211720	1985-08-05	8600	A
USGS	14211720	1985-08-06	8300	A
USGS	14211720	1985-08-07	8200	A
USGS	14211720	1985-08-08	8470	A
USGS	14211720	1985-08-09	8780	A
USGS	14211720	1985-08-10	8790	A
USGS	14211720	1985-08-11	8570	A
USGS	14211720	1985-08-12	8480	A
USGS	14211720	1985-08-13	8370	A
USGS	14211720	1985-08-14	8110	A
USGS	14211720	1985-08-15	7870	A
USGS	14211720	1985-08-16	7850	A
USGS	14211720	1985-08-17	7840	A
USGS	14211720	1985-08-18	7960	A
USGS	14211720	1985-08-19	8260	A
USGS	14211720	1985-08-20	8320	A
USGS	14211720	1985-08-21	8430	A
USGS	14211720	1985-08-22	8320	A
USGS	14211720	1985-08-23	8320	A
USGS	14211720	1985-08-24	8160	A
USGS	14211720	1985-08-25	8210	A
USGS	14211720	1985-08-26	8270	A
USGS	14211720	1985-08-27	8210	A
USGS	14211720	1985-08-28	8270	A
USGS	14211720	1985-08-29	8720	A
USGS	14211720	1985-08-30	8810	A
USGS	14211720	1985-08-31	8900	A
USGS	14211720	1985-09-01	8980	A
USGS	14211720	1985-09-02	9280	A
USGS	14211720	1985-09-03	9260	A
USGS	14211720	1985-09-04	9220	A
USGS	14211720	1985-09-05	9260	A
USGS	14211720	1985-09-06	10200	A
USGS	14211720	1985-09-07	10900	A
USGS	14211720	1985-09-08	11000	A
USGS	14211720	1985-09-09	11100	A
USGS	14211720	1985-09-10	12400	A
USGS	14211720	1985-09-11	12900	A
USGS	14211720	1985-09-12	13800	A
USGS	14211720	1985-09-13	14500	A
USGS	14211720	1985-09-14	14600	A
USGS	14211720	1985-09-15	14900	A
USGS	14211720	1985-09-16	15100	A
USGS	14211720	1985-09-17	15100	A
USGS	14211720	1985-09-18	16200	A
USGS	14211720	1985-09-19	16200	A
USGS	14211720	1985-09-20	15400	A
USGS	14211720	1985-09-21	15100	A
USGS	14211720	1985-09-22	14800	A
USGS	14211720	1985-09-23	14800	A
USGS	14211720	1985-09-24	14500	A
USGS	14211720	1985-09-25	14100	A
USGS	14211720	1985-09-26	13700	A
USGS	14211720	1985-09-27	13200	A
USGS	14211720	1985-09-28	13000	A
USGS	14211720	1985-09-29	12800	A
USGS	14211720	1985-09-30	12700	A
USGS	14211720	1985-10-01	12700	A
USGS	14211720	1985-10-02	12800	A
USGS	14211720	1985-10-03	13200	A
USGS	14211720	1985-10-04	13200	A
USGS	14211720	1985-10-05	13200	A
USGS	14211720	1985-10-06	12700	A
USGS	14211720	1985-10-07	12100	A
USGS	14211720	1985-10-08	11600	A
USGS	14211720	1985-10-09	11100	A
USGS	14211720	1985-10-10	10700	A
USGS	14211720	1985-10-11	11400	A
USGS	14211720	1985-10-12	13300	A
USGS	14211720	1985-10-13	14900	A
USGS	14211720	1985-10-14	15300	A
USGS	14211720	1985-10-15	15700	A
USGS	14211720	1985-10-16	15900	A
USGS	14211720	1985-10-17	15900	A
USGS	14211720	1985-10-18	15400	A
USGS	14211720	1985-10-19	15800	A
USGS	14211720	1985-10-20	17500	A
USGS	14211720	1985-10-21	18800	A
USGS	14211720	1985-10-22	21600	A
USGS	14211720	1985-10-23	30800	A
USGS	14211720	1985-10-24	37700	A
USGS	14211720	1985-10-25	45000	A
USGS	14211720	1985-10-26	48900	A
USGS	14211720	1985-10-27	39600	A
USGS	14211720	1985-10-28	35900	A
USGS	14211720	1985-10-29	33600	A
USGS	14211720	1985-10-30	29500	A
USGS	14211720	1985-10-31	28100	A
USGS	14211720	1985-11-01	26700	A
USGS	14211720	1985-11-02	25300	A
USGS	14211720	1985-11-03	25500	A
USGS	14211720	1985-11-04	25600	A
USGS	14211720	1985-11-05	26200	A
USGS	14211720	1985-11-06	27900	A
USGS	14211720	1985-11-07	44100	A
USGS	14211720	1985-11-08	62500	A
USGS	14211720	1985-11-09	58900	A
USGS	14211720	1985-11-10	53400	A
USGS	14211720	1985-11-11	45400	A
USGS	14211720	1985-11-12	38500	A
USGS	14211720	1985-11-13	33600	A
USGS	14211720	1985-11-14	30700	A
USGS	14211720	1985-11-15	30900	A
USGS	14211720	1985-11-16	42300	A
USGS	14211720	1985-11-17	52300	A
USGS	14211720	1985-11-18	51400	A
USGS	14211720	1985-11-19	47300	A
USGS	14211720	1985-11-20	46200	A
USGS	14211720	1985-11-21	43800	A
USGS	14211720	1985-11-22	42600	A
USGS	14211720	1985-11-23	40300	A
USGS	14211720	1985-11-24	36600	A
USGS	14211720	1985-11-25	34100	A
USGS	14211720	1985-11-26	30800	A
USGS	14211720	1985-11-27	26200	A
USGS	14211720	1985-11-28	24600	A
USGS	14211720	1985-11-29	23600	A
USGS	14211720	1985-11-30	22500	A
USGS	14211720	1985-12-01	22600	A
USGS	14211720	1985-12-02	22400	A
USGS	14211720	1985-12-03	28900	A
USGS	14211720	1985-12-04	44500	A
USGS	14211720	1985-12-05	47200	A
USGS	14211720	1985-12-06	52800	A
USGS	14211720	1985-12-07	76600	A
USGS	14211720	1985-12-08	90800	A
USGS	14211720	1985-12-09	84000	A
USGS	14211720	1985-12-10	68500	A
USGS	14211720	1985-12-11	51600	A
USGS	14211720	1985-12-12	41700	A
USGS	14211720	1985-12-13	35100	A
USGS	14211720	1985-12-14	32200	A
USGS	14211720	1985-12-15	29600	A
USGS	14211720	1985-12-16	27800	A
USGS	14211720	1985-12-17	25800	A
USGS	14211720	1985-12-18	23600	A
USGS	14211720	1985-12-19	22800	A
USGS	14211720	1985-12-20	22600	A
USGS	14211720	1985-12-21	22000	A
USGS	14211720	1985-12-22	21300	A
USGS	14211720	1985-12-23	20900	A
USGS	14211720	1985-12-24	20700	A
USGS	14211720	1985-12-25	21300	A
USGS	14211720	1985-12-26	21900	A
USGS	14211720	1985-12-27	21200	A
USGS	14211720	1985-12-28	20200	A
USGS	14211720	1985-12-29	19800	A
USGS	14211720	1985-12-30	19000	A
USGS	14211720	1985-12-31	18300	A
USGS	14211720	1986-01-01	20300	A
USGS	14211720	1986-01-02	25500	A
USGS	14211720	1986-01-03	33300	A
USGS	14211720	1986-01-04	36400	A
USGS	14211720	1986-01-05	38700	A
USGS	14211720	1986-01-06	48300	A
USGS	14211720	1986-01-07	46000	A
USGS	14211720	1986-01-08	42100	A
USGS	14211720	1986-01-09	41400	A
USGS	14211720	1986-01-10	44000	A
USGS	14211720	1986-01-11	46500	A
USGS	14211720	1986-01-12	43500	A
USGS	14211720	1986-01-13	39700	A
USGS	14211720	1986-01-14	36400	A
USGS	14211720	1986-01-15	34300	A
USGS	14211720	1986-01-16	41700	A
USGS	14211720	1986-01-17	58700	A
USGS	14211720	1986-01-18	76600	A
USGS	14211720	1986-01-19	88500	A
USGS	14211720	1986-01-20	92100	A
USGS	14211720	1986-01-21	83000	A
USGS	14211720	1986-01-22	75400	A
USGS	14211720	1986-01-23	86100	A
USGS	14211720	1986-01-24	90800	A
USGS	14211720	1986-01-25	80300	A
USGS	14211720	1986-01-26	66400	A
USGS	14211720	1986-01-27	57300	A
USGS	14211720	1986-01-28	53100	A
USGS	14211720	1986-01-29	50200	A
USGS	14211720	1986-01-30	53800	A
USGS	14211720	1986-01-31	56200	A
USGS	14211720	1986-02-01	52800	A
USGS	14211720	1986-02-02	50000	A
USGS	14211720	1986-02-03	49400	A
USGS	14211720	1986-02-04	46700	A
USGS	14211720	1986-02-05	42400	A
USGS	14211720	1986-02-06	41600	A
USGS	14211720	1986-02-07	38400	A
USGS	14211720	1986-02-08	34300	A
USGS	14211720	1986-02-09	30300	A
USGS	14211720	1986-02-10	27600	A
USGS	14211720	1986-02-11	25500	A
USGS	14211720	1986-02-12	27900	A
USGS	14211720	1986-02-13	42800	A
USGS	14211720	1986-02-14	56200	A
USGS	14211720	1986-02-15	66500	A
USGS	14211720	1986-02-16	102000	A
USGS	14211720	1986-02-17	136000	A
USGS	14211720	1986-02-18	143000	A
USGS	14211720	1986-02-19	133000	A
USGS	14211720	1986-02-20	112000	A
USGS	14211720	1986-02-21	98700	A
USGS	14211720	1986-02-22	137000	A
USGS	14211720	1986-02-23	199000	A
USGS	14211720	1986-02-24	213000	A
USGS	14211720	1986-02-25	201000	A
USGS	14211720	1986-02-26	177000	A
USGS	14211720	1986-02-27	153000	A
USGS	14211720	1986-02-28	137000	A
USGS	14211720	1986-03-01	127000	A
USGS	14211720	1986-03-02	117000	A
USGS	14211720	1986-03-03	108000	A
USGS	14211720	1986-03-04	94400	A
USGS	14211720	1986-03-05	75800	A
USGS	14211720	1986-03-06	60100	A
USGS	14211720	1986-03-07	59100	A
USGS	14211720	1986-03-08	68600	A
USGS	14211720	1986-03-09	70100	A
USGS	14211720	1986-03-10	73700	A
USGS	14211720	1986-03-11	67000	A
USGS	14211720	1986-03-12	59900	A
USGS	14211720	1986-03-13	61300	A
USGS	14211720	1986-03-14	59700	A
USGS	14211720	1986-03-15	55700	A
USGS	14211720	1986-03-16	50500	A
USGS	14211720	1986-03-17	45800	A
USGS	14211720	1986-03-18	39500	A
USGS	14211720	1986-03-19	33400	A
USGS	14211720	1986-03-20	30000	A
USGS	14211720	1986-03-21	28200	A
USGS	14211720	1986-03-22	27100	A
USGS	14211720	1986-03-23	26500	A
USGS	14211720	1986-03-24	33300	A
USGS	14211720	1986-03-25	36200	A
USGS	14211720	1986-03-26	33700	A
USGS	14211720	1986-03-27	30900	A
USGS	14211720	1986-03-28	28700	A
USGS	14211720	1986-03-29	26800	A
USGS	14211720	1986-03-30	25600	A
USGS	14211720	1986-03-31	24300	A
USGS	14211720	1986-04-01	23200	A
USGS	14211720	1986-04-02	22500	A
USGS	14211720	1986-04-03	21600	A
USGS	14211720	1986-04-04	20600	A
USGS	14211720	1986-04-05	20000	A
USGS	14211720	1986-04-06	19200	A
USGS	14211720	1986-04-07	18400	A
USGS	14211720	1986-04-08	17700	A
USGS	14211720	1986-04-09	17400	A
USGS	14211720	1986-04-10	17000	A
USGS	14211720	1986-04-11	16600	A
USGS	14211720	1986-04-12	16800	A
USGS	14211720	1986-04-13	17100	A
USGS	14211720	1986-04-14	17100	A
USGS	14211720	1986-04-15	16900	A
USGS	14211720	1986-04-16	17100	A
USGS	14211720	1986-04-17	19400	A
USGS	14211720	1986-04-18	20700	A
USGS	14211720	1986-04-19	19900	A
USGS	14211720	1986-04-20	18900	A
USGS	14211720	1986-04-21	18400	A
USGS	14211720	1986-04-22	18100	A
USGS	14211720	1986-04-23	17400	A
USGS	14211720	1986-04-24	16500	A
USGS	14211720	1986-04-25	16300	A
USGS	14211720	1986-04-26	17100	A
USGS	14211720	1986-04-27	20200	A
USGS	14211720	1986-04-28	25500	A
USGS	14211720	1986-04-29	27600	A
USGS	14211720	1986-04-30	25900	A
USGS	14211720	1986-05-01	24400	A
USGS	14211720	1986-05-02	24600	A
USGS	14211720	1986-05-03	27000	A
USGS	14211720	1986-05-04	28600	A
USGS	14211720	1986-05-05	29400	A
USGS	14211720	1986-05-06	31000	A
USGS	14211720	1986-05-07	31000	A
USGS	14211720	1986-05-08	28800	A
USGS	14211720	1986-05-09	26600	A
USGS	14211720	1986-05-10	25400	A
USGS	14211720	1986-05-11	26100	A
USGS	14211720	1986-05-12	26300	A
USGS	14211720	1986-05-13	26400	A
USGS	14211720	1986-05-14	27900	A
USGS	14211720	1986-05-15	27700	A
USGS	14211720	1986-05-16	26300	A
USGS	14211720	1986-05-17	24500	A
USGS	14211720	1986-05-18	21700	A
USGS	14211720	1986-05-19	20500	A
USGS	14211720	1986-05-20	20900	A
USGS	14211720	1986-05-21	21500	A
USGS	14211720	1986-05-22	21700	A
USGS	14211720	1986-05-23	22300	A
USGS	14211720	1986-05-24	21800	A
USGS	14211720	1986-05-25	20700	A
USGS	14211720	1986-05-26	19800	A
USGS	14211720	1986-05-27	19200	A
USGS	14211720	1986-05-28	18200	A
USGS	14211720	1986-05-29	17000	A
USGS	14211720	1986-05-30	16400	A
USGS	14211720	1986-05-31	16500	A
USGS	14211720	1986-06-01	16200	A
USGS	14211720	1986-06-02	15600	A
USGS	14211720	1986-06-03	15100	A
USGS	14211720	1986-06-04	14500	A
USGS	14211720	1986-06-05	13900	A
USGS	14211720	1986-06-06	12900	A
USGS	14211720	1986-06-07	12400	A
USGS	14211720	1986-06-08	12000	A
USGS	14211720	1986-06-09	11600	A
USGS	14211720	1986-06-10	10900	A
USGS	14211720	1986-06-11	10500	A
USGS	14211720	1986-06-12	10100	A
USGS	14211720	1986-06-13	9800	A
USGS	14211720	1986-06-14	9790	A
USGS	14211720	1986-06-15	9810	A
USGS	14211720	1986-06-16	9880	A
USGS	14211720	1986-06-17	9900	A
USGS	14211720	1986-06-18	10400	A
USGS	14211720	1986-06-19	11100	A
USGS	14211720	1986-06-20	10600	A
USGS	14211720	1986-06-21	9900	A
USGS	14211720	1986-06-22	9630	A
USGS	14211720	1986-06-23	9300	A
USGS	14211720	1986-06-24	8940	A
USGS	14211720	1986-06-25	8760	A
USGS	14211720	1986-06-26	8490	A
USGS	14211720	1986-06-27	8310	A
USGS	14211720	1986-06-28	8170	A
USGS	14211720	1986-06-29	8330	A
USGS	14211720	1986-06-30	8450	A
USGS	14211720	1986-07-01	8310	A
USGS	14211720	1986-07-02	8260	A
USGS	14211720	1986-07-03	8110	A
USGS	14211720	1986-07-04	8910	A
USGS	14211720	1986-07-05	9600	A
USGS	14211720	1986-07-06	9490	A
USGS	14211720	1986-07-07	8900	A
USGS	14211720	1986-07-08	8560	A
USGS	14211720	1986-07-09	8330	A
USGS	14211720	1986-07-10	8610	A
USGS	14211720	1986-07-11	8540	A
USGS	14211720	1986-07-12	8570	A
USGS	14211720	1986-07-13	8330	A
USGS	14211720	1986-07-14	8100	A
USGS	14211720	1986-07-15	7920	A
USGS	14211720	1986-07-16	7990	A
USGS	14211720	1986-07-17	8140	A
USGS	14211720	1986-07-18	8190	A
USGS	14211720	1986-07-19	7960	A
USGS	14211720	1986-07-20	7900	A
USGS	14211720	1986-07-21	7840	A
USGS	14211720	1986-07-22	7680	A
USGS	14211720	1986-07-23	7710	A
USGS	14211720	1986-07-24	7670	A
USGS	14211720	1986-07-25	7510	A
USGS	14211720	1986-07-26	7220	A
USGS	14211720	1986-07-27	7530	A
USGS	14211720	1986-07-28	7600	A
USGS	14211720	1986-07-29	7560	A
USGS	14211720	1986-07-30	7530	A
USGS	14211720	1986-07-31	7550	A
USGS	14211720	1986-08-01	7580	A
USGS	14211720	1986-08-02	7490	A
USGS	14211720	1986-08-03	7490	A
USGS	14211720	1986-08-04	7500	A
USGS	14211720	1986-08-05	7580	A
USGS	14211720	1986-08-06	7650	A
USGS	14211720	1986-08-07	7840	A
USGS	14211720	1986-08-08	7980	A
USGS	14211720	1986-08-09	7950	A
USGS	14211720	1986-08-10	7930	A
USGS	14211720	1986-08-11	7920	A
USGS	14211720	1986-08-12	7660	A
USGS	14211720	1986-08-13	7610	A
USGS	14211720	1986-08-14	7610	A
USGS	14211720	1986-08-15	7620	A
USGS	14211720	1986-08-16	7590	A
USGS	14211720	1986-08-17	7620	A
USGS	14211720	1986-08-18	7740	A
USGS	14211720	1986-08-19	7780	A
USGS	14211720	1986-08-20	7670	A
USGS	14211720	1986-08-21	7680	A
USGS	14211720	1986-08-22	7610	A
USGS	14211720	1986-08-23	7630	A
USGS	14211720	1986-08-24	7680	A
USGS	14211720	1986-08-25	7740	A
USGS	14211720	1986-08-26	7710	A
USGS	14211720	1986-08-27	7590	A
USGS	14211720	1986-08-28	7600	A
USGS	14211720	1986-08-29	7630	A
USGS	14211720	1986-08-30	7760	A
USGS	14211720	1986-08-31	7920	A
USGS	14211720	1986-09-01	7980	A
USGS	14211720	1986-09-02	7870	A
USGS	14211720	1986-09-03	8010	A
USGS	14211720	1986-09-04	8700	A
USGS	14211720	1986-09-05	9240	A
USGS	14211720	1986-09-06	9590	A
USGS	14211720	1986-09-07	9860	A
USGS	14211720	1986-09-08	9940	A
USGS	14211720	1986-09-09	10600	A
USGS	14211720	1986-09-10	10900	A
USGS	14211720	1986-09-11	11000	A
USGS	14211720	1986-09-12	11100	A
USGS	14211720	1986-09-13	11100	A
USGS	14211720	1986-09-14	11100	A
USGS	14211720	1986-09-15	11300	A
USGS	14211720	1986-09-16	11600	A
USGS	14211720	1986-09-17	11800	A
USGS	14211720	1986-09-18	12200	A
USGS	14211720	1986-09-19	12500	A
USGS	14211720	1986-09-20	12700	A
USGS	14211720	1986-09-21	13200	A
USGS	14211720	1986-09-22	13000	A
USGS	14211720	1986-09-23	12900	A
USGS	14211720	1986-09-24	15000	A
USGS	14211720	1986-09-25	16900	A
USGS	14211720	1986-09-26	21100	A
USGS	14211720	1986-09-27	25900	A
USGS	14211720	1986-09-28	26400	A
USGS	14211720	1986-09-29	23700	A
USGS	14211720	1986-09-30	22400	A
USGS	14211720	1986-10-01	21200	A
USGS	14211720	1986-10-02	20100	A
USGS	14211720	1986-10-03	18600	A
USGS	14211720	1986-10-04	17000	A
USGS	14211720	1986-10-05	15500	A
USGS	14211720	1986-10-06	15200	A
USGS	14211720	1986-10-07	15000	A
USGS	14211720	1986-10-08	14400	A
USGS	14211720	1986-10-09	14000	A
USGS	14211720	1986-10-10	13700	A
