# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-05-30 15:12:09 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11425500 SACRAMENTO R A VERONA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11425500
#            TS   parameter     statistic     Description
#         10812       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	10812_00060_00003	10812_00060_00003_cd
USGS	11425500	1985-04-24	10800	A
USGS	11425500	1985-04-25	10200	A
USGS	11425500	1985-04-26	9470	A
USGS	11425500	1985-04-27	9050	A
USGS	11425500	1985-04-28	8520	A
USGS	11425500	1985-04-29	8050	A
USGS	11425500	1985-04-30	7870	A
USGS	11425500	1985-05-01	7940	A
USGS	11425500	1985-05-02	8300	A
USGS	11425500	1985-05-03	8570	A
USGS	11425500	1985-05-04	9050	A
USGS	11425500	1985-05-05	9620	A
USGS	11425500	1985-05-06	9800	A
USGS	11425500	1985-05-07	9940	A
USGS	11425500	1985-05-08	9670	A
USGS	11425500	1985-05-09	9720	A
USGS	11425500	1985-05-10	10000	A
USGS	11425500	1985-05-11	10200	A
USGS	11425500	1985-05-12	10500	A
USGS	11425500	1985-05-13	10600	A
USGS	11425500	1985-05-14	10800	A
USGS	11425500	1985-05-15	11000	A
USGS	11425500	1985-05-16	11100	A
USGS	11425500	1985-05-17	12700	A
USGS	11425500	1985-05-18	14000	A
USGS	11425500	1985-05-19	14200	A
USGS	11425500	1985-05-20	13000	A
USGS	11425500	1985-05-21	11700	A
USGS	11425500	1985-05-22	11700	A
USGS	11425500	1985-05-23	11800	A
USGS	11425500	1985-05-24	11800	A
USGS	11425500	1985-05-25	12400	A
USGS	11425500	1985-05-26	12500	A
USGS	11425500	1985-05-27	12800	A
USGS	11425500	1985-05-28	13200	A
USGS	11425500	1985-05-29	13500	A
USGS	11425500	1985-05-30	14000	A
USGS	11425500	1985-05-31	14200	A
USGS	11425500	1985-06-01	14200	A
USGS	11425500	1985-06-02	14100	A
USGS	11425500	1985-06-03	14100	A
USGS	11425500	1985-06-04	13700	A
USGS	11425500	1985-06-05	13000	A
USGS	11425500	1985-06-06	12500	A
USGS	11425500	1985-06-07	11500	A
USGS	11425500	1985-06-08	10600	A
USGS	11425500	1985-06-09	10200	A
USGS	11425500	1985-06-10	10700	A
USGS	11425500	1985-06-11	11000	A
USGS	11425500	1985-06-12	11200	A
USGS	11425500	1985-06-13	10900	A
USGS	11425500	1985-06-14	10200	A
USGS	11425500	1985-06-15	9790	A
USGS	11425500	1985-06-16	9520	A
USGS	11425500	1985-06-17	9670	A
USGS	11425500	1985-06-18	9840	A
USGS	11425500	1985-06-19	10100	A
USGS	11425500	1985-06-20	10100	A
USGS	11425500	1985-06-21	10400	A
USGS	11425500	1985-06-22	10600	A
USGS	11425500	1985-06-23	10700	A
USGS	11425500	1985-06-24	11100	A
USGS	11425500	1985-06-25	11500	A
USGS	11425500	1985-06-26	10900	A
USGS	11425500	1985-06-27	10600	A
USGS	11425500	1985-06-28	10400	A
USGS	11425500	1985-06-29	10800	A
USGS	11425500	1985-06-30	11600	A
USGS	11425500	1985-07-01	12200	A
USGS	11425500	1985-07-02	12800	A
USGS	11425500	1985-07-03	13100	A
USGS	11425500	1985-07-04	13700	A
USGS	11425500	1985-07-05	13400	A
USGS	11425500	1985-07-06	13200	A
USGS	11425500	1985-07-07	12900	A
USGS	11425500	1985-07-08	12800	A
USGS	11425500	1985-07-09	12900	A
USGS	11425500	1985-07-10	12800	A
USGS	11425500	1985-07-11	12700	A
USGS	11425500	1985-07-12	12800	A
USGS	11425500	1985-07-13	12900	A
USGS	11425500	1985-07-14	13400	A
USGS	11425500	1985-07-15	13900	A
USGS	11425500	1985-07-16	14400	A
USGS	11425500	1985-07-17	14900	A
USGS	11425500	1985-07-18	15200	A
USGS	11425500	1985-07-19	15400	A
USGS	11425500	1985-07-20	15600	A
USGS	11425500	1985-07-21	15400	A
USGS	11425500	1985-07-22	15700	A
USGS	11425500	1985-07-23	16000	A
USGS	11425500	1985-07-24	16000	A
USGS	11425500	1985-07-25	15800	A
USGS	11425500	1985-07-26	15100	A
USGS	11425500	1985-07-27	14000	A
USGS	11425500	1985-07-28	13400	A
USGS	11425500	1985-07-29	13200	A
USGS	11425500	1985-07-30	12900	A
USGS	11425500	1985-07-31	12900	A
USGS	11425500	1985-08-01	12800	A
USGS	11425500	1985-08-02	12800	A
USGS	11425500	1985-08-03	12800	A
USGS	11425500	1985-08-04	12600	A
USGS	11425500	1985-08-05	12500	A
USGS	11425500	1985-08-06	12300	A
USGS	11425500	1985-08-07	12100	A
USGS	11425500	1985-08-08	11900	A
USGS	11425500	1985-08-09	11900	A
USGS	11425500	1985-08-10	12100	A
USGS	11425500	1985-08-11	12000	A
USGS	11425500	1985-08-12	12000	A
USGS	11425500	1985-08-13	12000	A
USGS	11425500	1985-08-14	11900	A
USGS	11425500	1985-08-15	12000	A
USGS	11425500	1985-08-16	12000	A
USGS	11425500	1985-08-17	12100	A
USGS	11425500	1985-08-18	12200	A
USGS	11425500	1985-08-19	12500	A
USGS	11425500	1985-08-20	12700	A
USGS	11425500	1985-08-21	11900	A
USGS	11425500	1985-08-22	11600	A
USGS	11425500	1985-08-23	11600	A
USGS	11425500	1985-08-24	11400	A
USGS	11425500	1985-08-25	11400	A
USGS	11425500	1985-08-26	11200	A
USGS	11425500	1985-08-27	10700	A
USGS	11425500	1985-08-28	10400	A
USGS	11425500	1985-08-29	10300	A
USGS	11425500	1985-08-30	10200	A
USGS	11425500	1985-08-31	10700	A
USGS	11425500	1985-09-01	10800	A
USGS	11425500	1985-09-02	10800	A
USGS	11425500	1985-09-03	10800	A
USGS	11425500	1985-09-04	10900	A
USGS	11425500	1985-09-05	11000	A
USGS	11425500	1985-09-06	10900	A
USGS	11425500	1985-09-07	11000	A
USGS	11425500	1985-09-08	11000	A
USGS	11425500	1985-09-09	11400	A
USGS	11425500	1985-09-10	12800	A
USGS	11425500	1985-09-11	14200	A
USGS	11425500	1985-09-12	14400	A
USGS	11425500	1985-09-13	13400	A
USGS	11425500	1985-09-14	12800	A
USGS	11425500	1985-09-15	12300	A
USGS	11425500	1985-09-16	11700	A
USGS	11425500	1985-09-17	11200	A
USGS	11425500	1985-09-18	10900	A
USGS	11425500	1985-09-19	10500	A
USGS	11425500	1985-09-20	9650	A
USGS	11425500	1985-09-21	9200	A
USGS	11425500	1985-09-22	9140	A
USGS	11425500	1985-09-23	8900	A
USGS	11425500	1985-09-24	8400	A
USGS	11425500	1985-09-25	8090	A
USGS	11425500	1985-09-26	7980	A
USGS	11425500	1985-09-27	8260	A
USGS	11425500	1985-09-28	8750	A
USGS	11425500	1985-09-29	8840	A
USGS	11425500	1985-09-30	8770	A
USGS	11425500	1985-10-01	8750	A
USGS	11425500	1985-10-02	8810	A
USGS	11425500	1985-10-03	8880	A
USGS	11425500	1985-10-04	8800	A
USGS	11425500	1985-10-05	8710	A
USGS	11425500	1985-10-06	8610	A
USGS	11425500	1985-10-07	8510	A
USGS	11425500	1985-10-08	8460	A
USGS	11425500	1985-10-09	8050	A
USGS	11425500	1985-10-10	7910	A
USGS	11425500	1985-10-11	7940	A
USGS	11425500	1985-10-12	7940	A
USGS	11425500	1985-10-13	7970	A
USGS	11425500	1985-10-14	7880	A
USGS	11425500	1985-10-15	7820	A
USGS	11425500	1985-10-16	7830	A
USGS	11425500	1985-10-17	7900	A
USGS	11425500	1985-10-18	7920	A
USGS	11425500	1985-10-19	8020	A
USGS	11425500	1985-10-20	8110	A
USGS	11425500	1985-10-21	8430	A
USGS	11425500	1985-10-22	8570	A
USGS	11425500	1985-10-23	8910	A
USGS	11425500	1985-10-24	9210	A
USGS	11425500	1985-10-25	9230	A
USGS	11425500	1985-10-26	8870	A
USGS	11425500	1985-10-27	8290	A
USGS	11425500	1985-10-28	8000	A
USGS	11425500	1985-10-29	7920	A
USGS	11425500	1985-10-30	7860	A
USGS	11425500	1985-10-31	7650	A
USGS	11425500	1985-11-01	7530	A
USGS	11425500	1985-11-02	7240	A
USGS	11425500	1985-11-03	7330	A
USGS	11425500	1985-11-04	7410	A
USGS	11425500	1985-11-05	7430	A
USGS	11425500	1985-11-06	7440	A
USGS	11425500	1985-11-07	7470	A
USGS	11425500	1985-11-08	7770	A
USGS	11425500	1985-11-09	7890	A
USGS	11425500	1985-11-10	8040	A
USGS	11425500	1985-11-11	8210	A
USGS	11425500	1985-11-12	8330	A
USGS	11425500	1985-11-13	8310	A
USGS	11425500	1985-11-14	8070	A
USGS	11425500	1985-11-15	7990	A
USGS	11425500	1985-11-16	8340	A
USGS	11425500	1985-11-17	8640	A
USGS	11425500	1985-11-18	8840	A
USGS	11425500	1985-11-19	8640	A
USGS	11425500	1985-11-20	8490	A
USGS	11425500	1985-11-21	8490	A
USGS	11425500	1985-11-22	8650	A
USGS	11425500	1985-11-23	8770	A
USGS	11425500	1985-11-24	9290	A
USGS	11425500	1985-11-25	10700	A
USGS	11425500	1985-11-26	12000	A
USGS	11425500	1985-11-27	13000	A
USGS	11425500	1985-11-28	12600	A
USGS	11425500	1985-11-29	13400	A
USGS	11425500	1985-11-30	18300	A
USGS	11425500	1985-12-01	23800	A
USGS	11425500	1985-12-02	21800	A
USGS	11425500	1985-12-03	21700	A
USGS	11425500	1985-12-04	27700	A
USGS	11425500	1985-12-05	27000	A
USGS	11425500	1985-12-06	23200	A
USGS	11425500	1985-12-07	20800	A
USGS	11425500	1985-12-08	19200	A
USGS	11425500	1985-12-09	17500	A
USGS	11425500	1985-12-10	16200	A
USGS	11425500	1985-12-11	14600	A
USGS	11425500	1985-12-12	13100	A
USGS	11425500	1985-12-13	12000	A
USGS	11425500	1985-12-14	11300	A
USGS	11425500	1985-12-15	10900	A
USGS	11425500	1985-12-16	10500	A
USGS	11425500	1985-12-17	10200	A
USGS	11425500	1985-12-18	9930	A
USGS	11425500	1985-12-19	9600	A
USGS	11425500	1985-12-20	9380	A
USGS	11425500	1985-12-21	9430	A
USGS	11425500	1985-12-22	9420	A
USGS	11425500	1985-12-23	9420	A
USGS	11425500	1985-12-24	9430	A
USGS	11425500	1985-12-25	9470	A
USGS	11425500	1985-12-26	9430	A
USGS	11425500	1985-12-27	9400	A
USGS	11425500	1985-12-28	9440	A
USGS	11425500	1985-12-29	9490	A
USGS	11425500	1985-12-30	10000	A
USGS	11425500	1985-12-31	11000	A
USGS	11425500	1986-01-01	10800	A
USGS	11425500	1986-01-02	10700	A
USGS	11425500	1986-01-03	10500	A
USGS	11425500	1986-01-04	10700	A
USGS	11425500	1986-01-05	12600	A
USGS	11425500	1986-01-06	15000	A
USGS	11425500	1986-01-07	16800	A
USGS	11425500	1986-01-08	16700	A
USGS	11425500	1986-01-09	15500	A
USGS	11425500	1986-01-10	14200	A
USGS	11425500	1986-01-11	13300	A
USGS	11425500	1986-01-12	12700	A
USGS	11425500	1986-01-13	12300	A
USGS	11425500	1986-01-14	12200	A
USGS	11425500	1986-01-15	12600	A
USGS	11425500	1986-01-16	13400	A
USGS	11425500	1986-01-17	15400	A
USGS	11425500	1986-01-18	25200	A
USGS	11425500	1986-01-19	30500	A
USGS	11425500	1986-01-20	27600	A
USGS	11425500	1986-01-21	24500	A
USGS	11425500	1986-01-22	23500	A
USGS	11425500	1986-01-23	21800	A
USGS	11425500	1986-01-24	20300	A
USGS	11425500	1986-01-25	19300	A
USGS	11425500	1986-01-26	18300	A
USGS	11425500	1986-01-27	17000	A
USGS	11425500	1986-01-28	15800	A
USGS	11425500	1986-01-29	15300	A
USGS	11425500	1986-01-30	18500	A
USGS	11425500	1986-01-31	31400	A
USGS	11425500	1986-02-01	40200	A
USGS	11425500	1986-02-02	42900	A
USGS	11425500	1986-02-03	46500	A
USGS	11425500	1986-02-04	50900	A
USGS	11425500	1986-02-05	54300	A
USGS	11425500	1986-02-06	54300	A
USGS	11425500	1986-02-07	49800	A
USGS	11425500	1986-02-08	42500	A
USGS	11425500	1986-02-09	35200	A
USGS	11425500	1986-02-10	30100	A
USGS	11425500	1986-02-11	27400	A
USGS	11425500	1986-02-12	25200	A
USGS	11425500	1986-02-13	26200	A
USGS	11425500	1986-02-14	37000	A
USGS	11425500	1986-02-15	51100	A
USGS	11425500	1986-02-16	68700	A
USGS	11425500	1986-02-17	76800	A
USGS	11425500	1986-02-18	85300	A
USGS	11425500	1986-02-19	90600	A
USGS	11425500	1986-02-20	92300	A
USGS	11425500	1986-02-21	87600	A
USGS	11425500	1986-02-22	82600	A
USGS	11425500	1986-02-23	79500	A
USGS	11425500	1986-02-24	76900	A
USGS	11425500	1986-02-25	75200	A
USGS	11425500	1986-02-26	73600	A
USGS	11425500	1986-02-27	72200	A
USGS	11425500	1986-02-28	71600	A
USGS	11425500	1986-03-01	70800	A
USGS	11425500	1986-03-02	69700	A
USGS	11425500	1986-03-03	68300	A
USGS	11425500	1986-03-04	67100	A
USGS	11425500	1986-03-05	65900	A
USGS	11425500	1986-03-06	64100	A
USGS	11425500	1986-03-07	62200	A
USGS	11425500	1986-03-08	64500	A
USGS	11425500	1986-03-09	71400	A
USGS	11425500	1986-03-10	74300	A
USGS	11425500	1986-03-11	75700	A
USGS	11425500	1986-03-12	75300	A
USGS	11425500	1986-03-13	75000	A
USGS	11425500	1986-03-14	73700	A
USGS	11425500	1986-03-15	72200	A
USGS	11425500	1986-03-16	72000	A
USGS	11425500	1986-03-17	70500	A
USGS	11425500	1986-03-18	69300	A
USGS	11425500	1986-03-19	67700	A
USGS	11425500	1986-03-20	65700	A
USGS	11425500	1986-03-21	63700	A
USGS	11425500	1986-03-22	61700	A
USGS	11425500	1986-03-23	59900	A
USGS	11425500	1986-03-24	58500	A
USGS	11425500	1986-03-25	56900	A
USGS	11425500	1986-03-26	54900	A
USGS	11425500	1986-03-27	52100	A
USGS	11425500	1986-03-28	49000	A
USGS	11425500	1986-03-29	45500	A
USGS	11425500	1986-03-30	42000	A
USGS	11425500	1986-03-31	39400	A
USGS	11425500	1986-04-01	37900	A
USGS	11425500	1986-04-02	36500	A
USGS	11425500	1986-04-03	34500	A
USGS	11425500	1986-04-04	31200	A
USGS	11425500	1986-04-05	28700	A
USGS	11425500	1986-04-06	26400	A
USGS	11425500	1986-04-07	24500	A
USGS	11425500	1986-04-08	24200	A
USGS	11425500	1986-04-09	23700	A
USGS	11425500	1986-04-10	23400	A
USGS	11425500	1986-04-11	22200	A
USGS	11425500	1986-04-12	20900	A
USGS	11425500	1986-04-13	19800	A
USGS	11425500	1986-04-14	18800	A
USGS	11425500	1986-04-15	17400	A
USGS	11425500	1986-04-16	16500	A
USGS	11425500	1986-04-17	15400	A
USGS	11425500	1986-04-18	15000	A
USGS	11425500	1986-04-19	15100	A
USGS	11425500	1986-04-20	14500	A
USGS	11425500	1986-04-21	14000	A
USGS	11425500	1986-04-22	13000	A
USGS	11425500	1986-04-23	12500	A
USGS	11425500	1986-04-24	12300	A
USGS	11425500	1986-04-25	11500	A
USGS	11425500	1986-04-26	10700	A
USGS	11425500	1986-04-27	11200	A
USGS	11425500	1986-04-28	11200	A
USGS	11425500	1986-04-29	10600	A
USGS	11425500	1986-04-30	9820	A
USGS	11425500	1986-05-01	9070	A
USGS	11425500	1986-05-02	8330	A
USGS	11425500	1986-05-03	8120	A
USGS	11425500	1986-05-04	8350	A
USGS	11425500	1986-05-05	9170	A
USGS	11425500	1986-05-06	10300	A
USGS	11425500	1986-05-07	10700	A
USGS	11425500	1986-05-08	10800	A
USGS	11425500	1986-05-09	10400	A
USGS	11425500	1986-05-10	9800	A
USGS	11425500	1986-05-11	9080	A
USGS	11425500	1986-05-12	8550	A
USGS	11425500	1986-05-13	8360	A
USGS	11425500	1986-05-14	8230	A
USGS	11425500	1986-05-15	9620	A
USGS	11425500	1986-05-16	12000	A
USGS	11425500	1986-05-17	12700	A
USGS	11425500	1986-05-18	11600	A
USGS	11425500	1986-05-19	10500	A
USGS	11425500	1986-05-20	10200	A
USGS	11425500	1986-05-21	10400	A
USGS	11425500	1986-05-22	10800	A
USGS	11425500	1986-05-23	11000	A
USGS	11425500	1986-05-24	11100	A
USGS	11425500	1986-05-25	11300	A
USGS	11425500	1986-05-26	11300	A
USGS	11425500	1986-05-27	11500	A
USGS	11425500	1986-05-28	11800	A
USGS	11425500	1986-05-29	11800	A
USGS	11425500	1986-05-30	11600	A
USGS	11425500	1986-05-31	11500	A
USGS	11425500	1986-06-01	11600	A
USGS	11425500	1986-06-02	11900	A
USGS	11425500	1986-06-03	11800	A
USGS	11425500	1986-06-04	12000	A
USGS	11425500	1986-06-05	12000	A
USGS	11425500	1986-06-06	11200	A
USGS	11425500	1986-06-07	10300	A
USGS	11425500	1986-06-08	9970	A
USGS	11425500	1986-06-09	9670	A
USGS	11425500	1986-06-10	9230	A
USGS	11425500	1986-06-11	8620	A
USGS	11425500	1986-06-12	8070	A
USGS	11425500	1986-06-13	7590	A
USGS	11425500	1986-06-14	7520	A
USGS	11425500	1986-06-15	7530	A
USGS	11425500	1986-06-16	7630	A
USGS	11425500	1986-06-17	7710	A
USGS	11425500	1986-06-18	7860	A
USGS	11425500	1986-06-19	7810	A
USGS	11425500	1986-06-20	7590	A
USGS	11425500	1986-06-21	7540	A
USGS	11425500	1986-06-22	7900	A
USGS	11425500	1986-06-23	8660	A
USGS	11425500	1986-06-24	8810	A
USGS	11425500	1986-06-25	8830	A
USGS	11425500	1986-06-26	8570	A
USGS	11425500	1986-06-27	8670	A
USGS	11425500	1986-06-28	9700	A
USGS	11425500	1986-06-29	10400	A
USGS	11425500	1986-06-30	10900	A
USGS	11425500	1986-07-01	11700	A
USGS	11425500	1986-07-02	12500	A
USGS	11425500	1986-07-03	12500	A
USGS	11425500	1986-07-04	12600	A
USGS	11425500	1986-07-05	12300	A
USGS	11425500	1986-07-06	12300	A
USGS	11425500	1986-07-07	12300	A
USGS	11425500	1986-07-08	12000	A
USGS	11425500	1986-07-09	11700	A
USGS	11425500	1986-07-10	11600	A
USGS	11425500	1986-07-11	11600	A
USGS	11425500	1986-07-12	12100	A
USGS	11425500	1986-07-13	12300	A
USGS	11425500	1986-07-14	12400	A
USGS	11425500	1986-07-15	12600	A
USGS	11425500	1986-07-16	12700	A
USGS	11425500	1986-07-17	12700	A
USGS	11425500	1986-07-18	12800	A
USGS	11425500	1986-07-19	12900	A
USGS	11425500	1986-07-20	13100	A
USGS	11425500	1986-07-21	13700	A
USGS	11425500	1986-07-22	14100	A
USGS	11425500	1986-07-23	13900	A
USGS	11425500	1986-07-24	13400	A
USGS	11425500	1986-07-25	13400	A
USGS	11425500	1986-07-26	13500	A
USGS	11425500	1986-07-27	13600	A
USGS	11425500	1986-07-28	13900	A
USGS	11425500	1986-07-29	13700	A
USGS	11425500	1986-07-30	13300	A
USGS	11425500	1986-07-31	12800	A
USGS	11425500	1986-08-01	12500	A
USGS	11425500	1986-08-02	12200	A
USGS	11425500	1986-08-03	12100	A
USGS	11425500	1986-08-04	12100	A
USGS	11425500	1986-08-05	12100	A
USGS	11425500	1986-08-06	12000	A
USGS	11425500	1986-08-07	11900	A
USGS	11425500	1986-08-08	11600	A
USGS	11425500	1986-08-09	11400	A
USGS	11425500	1986-08-10	11500	A
USGS	11425500	1986-08-11	11700	A
USGS	11425500	1986-08-12	11600	A
USGS	11425500	1986-08-13	11400	A
USGS	11425500	1986-08-14	11400	A
USGS	11425500	1986-08-15	11500	A
USGS	11425500	1986-08-16	11600	A
USGS	11425500	1986-08-17	11500	A
USGS	11425500	1986-08-18	11600	A
USGS	11425500	1986-08-19	11700	A
USGS	11425500	1986-08-20	12000	A
USGS	11425500	1986-08-21	12100	A
USGS	11425500	1986-08-22	12100	A
USGS	11425500	1986-08-23	12000	A
USGS	11425500	1986-08-24	12100	A
USGS	11425500	1986-08-25	12100	A
USGS	11425500	1986-08-26	12100	A
USGS	11425500	1986-08-27	12400	A
USGS	11425500	1986-08-28	12600	A
USGS	11425500	1986-08-29	12800	A
USGS	11425500	1986-08-30	13000	A
USGS	11425500	1986-08-31	13300	A
USGS	11425500	1986-09-01	13700	A
USGS	11425500	1986-09-02	13900	A
USGS	11425500	1986-09-03	14300	A
USGS	11425500	1986-09-04	14800	A
USGS	11425500	1986-09-05	15100	A
USGS	11425500	1986-09-06	15100	A
USGS	11425500	1986-09-07	14900	A
USGS	11425500	1986-09-08	14100	A
USGS	11425500	1986-09-09	13800	A
USGS	11425500	1986-09-10	13500	A
USGS	11425500	1986-09-11	13300	A
USGS	11425500	1986-09-12	13400	A
USGS	11425500	1986-09-13	13300	A
USGS	11425500	1986-09-14	13100	A
USGS	11425500	1986-09-15	13100	A
USGS	11425500	1986-09-16	13900	A
USGS	11425500	1986-09-17	15100	A
USGS	11425500	1986-09-18	16300	A
USGS	11425500	1986-09-19	17100	A
USGS	11425500	1986-09-20	18000	A
USGS	11425500	1986-09-21	18200	A
USGS	11425500	1986-09-22	17900	A
USGS	11425500	1986-09-23	17500	A
USGS	11425500	1986-09-24	17500	A
USGS	11425500	1986-09-25	17500	A
USGS	11425500	1986-09-26	18000	A
USGS	11425500	1986-09-27	18800	A
USGS	11425500	1986-09-28	18900	A
USGS	11425500	1986-09-29	19200	A
USGS	11425500	1986-09-30	18900	A
USGS	11425500	1986-10-01	18200	A
USGS	11425500	1986-10-02	16900	A
USGS	11425500	1986-10-03	16300	A
USGS	11425500	1986-10-04	16000	A
USGS	11425500	1986-10-05	15800	A
USGS	11425500	1986-10-06	15200	A
USGS	11425500	1986-10-07	14900	A
USGS	11425500	1986-10-08	14900	A
USGS	11425500	1986-10-09	15000	A
USGS	11425500	1986-10-10	15000	A
USGS	11425500	1986-10-11	14900	A
